director_name,genres,actor_1_name,actor_2_name,actor_3_name,movie_title
J.A. Bayona,Drama Mystery Thriller,Geraldine Chaplin,Belén Rueda,Fernando Cayo,the orphanage
Michael Tiddes,Comedy Fantasy,Ashley Rickards,Essence Atkins,Gabriel Iglesias,a haunted house 2
Roger Avary,Comedy Drama Romance,Ian Somerhalder,Faye Dunaway,Clifton Collins Jr.,the rules of attraction
Alfred Hitchcock,Drama Thriller,Roscoe Lee Browne,John Vernon,Philippe Noiret,topaz
Bob Odenkirk,Comedy Crime,Dylan Baker,Chi McBride,Amy Hill,let's go to prison
Allison Anders,Comedy Fantasy,Salma Hayek,Alicia Witt,Lili Taylor,four rooms
Steven Shainberg,Comedy Drama Romance,Jeremy Davies,Stephen McHattie,Lesley Ann Warren,secretary
Rick de Oliveira,Documentary,Laura Ramsey,Alan Taylor,Benjamin Fletcher,the real cancun
Oliver Stone,Drama,Michael Wincott,Zach Grenier,Bill Johnson,talk radio
Christopher Guest,Comedy,Catherine O'Hara,Fred Willard,Larry Miller,waiting for guffman
Jeff Franklin,Comedy,Ivana Milicevic,Tyra Banks,Bridgette Wilson-Sampras,love stinks
John Dahl,Comedy Crime Romance Thriller,Philip Baker Hall,Aaron Hughes,Jayne Eastwood,you kill me
Mike Mills,Comedy Drama,Kelli Garner,Lou Taylor Pucci,Nancy O'Dell,thumbsucker
Kevin Smith,Action Crime Horror Thriller,Anna Gunn,Michael Angarano,Stephen Root,red state
Dave McKean,Adventure Fantasy,Stephanie Leonidas,Gina McKee,Rob Brydon,mirrormask
Ron Fricke,Documentary Music,Collin Alfredo St. Dic,Balinese Tari Legong Dancers,Puti Sri Candra Dewi,samsara
Ruggero Deodato,Adventure Fantasy,Michael Berryman,Eva LaRue,Richard Lynch,the barbarians
Gavin Wiesen,Drama Romance,Michael Angarano,Blair Underwood,Rita Wilson,the art of getting by
Mora Stephens,Drama Thriller,Ray Winstone,Alexandra Breckenridge,Elena Satine,zipper
Mars Callahan,Drama Thriller,Chazz Palminteri,Ricky Schroder,Ernie Reyes Jr.,poolhall junkies
Mike Figgis,Drama,Kelly Macdonald,Saffron Burrows,Julian Sands,the loss of sexual innocence
Leos Carax,Drama Fantasy,Kylie Minogue,Leos Carax,Denis Lavant,holy motors
David Gordon Green,Drama,Nicolas Cage,Tye Sheridan,Ronnie Gene Blevins,joe
Stefan Schwartz,Comedy Crime Romance,Peter McNamara,Dan Futterman,Ralph Ineson,shooting fish
Renny Harlin,Crime Drama Horror Thriller,Viggo Mortensen,Lane Smith,Hal Landon Jr.,prison
Robert Lee King,Comedy Horror Mystery,Lauren Ambrose,Kathleen Robertson,Beth Broderick,psycho beach party
Kevin Allen,Comedy,Craig Ferguson,Frances Fisher,Mary McCormack,the big tease
Jorge Ramírez Suárez,Drama,Hector Kotsifakis,Adriana Barraza,Arcelia Ramírez,"buen día, ramón"
David Schwimmer,Crime Drama Thriller,Noah Emmerich,Jordan Trovillion,Zoe Levin,trust
Barry Levinson,Comedy,Anna Friel,Brían F. O'Byrne,Pauline McLynn,an everlasting piece
Sam Miller,Comedy Romance,Rachel Griffiths,Alan Williams,Rob Jarvis,among giants
Anne Fontaine,Drama Romance,Robin Wright,Naomi Watts,Ben Mendelsohn,adore
Dan Ireland,Comedy Drama Romance,Salma Hayek,Danny Arroyo,Olivia d'Abo,the velocity of gary
Fernando León de Aranoa,Comedy Drama,Luis Tosar,Enrique Villén,Aida Folch,mondays in the sun
Jim Mickle,Drama Horror Sci-Fi,Connor Paolo,Michael Cerveris,Nick Damici,stake land
unknown,Comedy Family Romance,Doug Brochu,Tiffany Thornton,Brandon Mychal Smith,sonny with a chance            
Stephen Kay,Biography Drama,Keanu Reeves,Marg Helgenberger,Gretchen Mol,the last time i committed suicide
Karim Aïnouz,Drama,Wagner Moura,Clemens Schick,Jesuíta Barbosa,futuro beach
Sam Levinson,Comedy Drama,George Kennedy,Ezra Miller,Demi Moore,another happy day
Julian Gilbey,Action Adventure Crime Thriller,Ed Speleers,Eamonn Walker,Sean Harris,a lonely place to die
Vincenzo Natali,Comedy Fantasy,David Hewlett,Angelo Tsarouchas,Marie-Josée Croze,nothing
Aleksandr Veledinskiy,Adventure Drama,Konstantin Khabenskiy,Elena Lyadova,Eugenia Khirivskaya,the geographer drank his globe away
Peter H. Hunt,Drama Family History Musical,Blythe Danner,Ken Howard,Howard Caine,1776
Ruba Nadda,Drama Mystery Romance Thriller,Saad Siddiqui,Bonnie Lee Bouman,Fadia Nadda,inescapable
Howard Hughes,Drama War,Jean Harlow,Marian Marsh,James Hall,hell's angels
Edward Burns,Comedy Drama Romance,Debra Messing,Rosemarie DeWitt,Peter Jacobson,purple violets
Phil Joanou,Horror,Lily Rabe,Shannon Woodward,Kira McLean,the veil
Sean Byrne,Horror Thriller,Robin McLeavy,Jessica McNamee,Victoria Thaine,the loved ones
Chris Stokes,Horror,Kristen Quintrall,Rachel Sterling,Black Thomas,no vacancy
Mark Griffiths,Comedy Romance,Eric Mabius,Gina Holden,Brooke D'Orsay,how to fall in love
Bruce Macdonald,Adventure Biography Drama Romance,Rachel Hendrix,Cheryl Ladd,Diana Vickers,the perfect wave
Timur Bekmambetov,Adventure Drama History,Morgan Freeman,Ayelet Zurer,Moises Arias,ben-hur
Fred Zinnemann,Biography Drama History,Robert Shaw,Susannah York,Paul Scofield,a man for all seasons
Sidney Lumet,Drama Romance,Robert Duvall,Faye Dunaway,William Holden,network
Victor Fleming,Drama History Romance War,Hattie McDaniel,George Reeves,Thomas Mitchell,gone with the wind
Richard Raymond,Biography Drama,Tom Cullen,Reece Ritchie,Marama Corlett,desert dancer
Sam Peckinpah,Adventure War Western,James Coburn,Slim Pickens,Warren Oates,major dundee
Alan Jacobs,Drama,Snoop Dogg,Laz Alonso,Nicholas Gonzalez,down for life
George Sidney,Biography Comedy Musical Romance Western,Keenan Wynn,Howard Keel,Betty Hutton,annie get your gun
Christopher Morris,Comedy Crime Drama,Kayvan Novak,Riz Ahmed,Alex Macqueen,four lions
Andrucha Waddington,Drama,Fernanda Montenegro,Seu Jorge,Fernanda Torres,house of sand
Peter Stebbings,Comedy Crime Drama,Michael Kelly,Tony Nappo,Charlotte Sullivan,defendor
Vincente Minnelli,Adventure Comedy Musical Romance,Gladys Cooper,Reginald Owen,Ellen Ross,the pirate
Dagur Kári,Drama,Alice Olivia Clarke,Susan Blommaert,Stephen Henderson,the good heart
Nicholas Hytner,Comedy Drama,Dominic Cooper,Russell Tovey,James Corden,the history boys
Jaume Collet-Serra,Action Mystery Thriller,Liam Neeson,Frank Langella,Aidan Quinn,unknown
unknown,Comedy Drama War,David Ogden Stiers,Jamie Farr,Mike Farrell,m*a*s*h            
John Schlesinger,Drama,Brenda Vaccaro,Barnard Hughes,John McGiver,midnight cowboy
Peter Cattaneo,Comedy Drama Music,Tom Wilkinson,Mark Addy,Lesley Sharp,the full monty
Jim Abrahams,Comedy,Peter Graves,Lloyd Bridges,Barbara Billingsley,airplane!
Kevin Carraway,Action Thriller,Michael Jai White,Max Ryan,Jon Osbeck,chain of command
F. Gary Gray,Comedy Drama,Nia Long,John Witherspoon,Tony Cox,friday
Albert Hughes,Crime Drama Thriller,Jada Pinkett Smith,Larenz Tate,Khandi Alexander,menace ii society
unknown,Drama Music,Ta'Rhonda Jones,Gabourey Sidibe,Malik Yoba,empire            
Michael Gornick,Comedy Fantasy Horror Thriller,George Kennedy,Holt McCallany,Dorothy Lamour,creepshow 2
Sam Peckinpah,Comedy Drama Romance Western,Slim Pickens,Jason Robards,L.Q. Jones,the ballad of cable hogue
Richard Brooks,Biography Crime Drama History,John Forsythe,Robert Blake,Will Geer,in cold blood
Fred Zinnemann,Drama,Colleen Dewhurst,Peter Finch,Beatrice Straight,the nun's story
Jack Smight,Action Crime Drama Mystery Thriller,Janet Leigh,Robert Wagner,Shelley Winters,harper
Alfred Hitchcock,Thriller,Bernard Cribbins,Jean Marsh,Clive Swift,frenzy
Robert Eggers,Horror Mystery,Julian Richings,Kate Dickie,Ralph Ineson,the witch
Michael Martin,Comedy,Joe Estevez,Master P,Anthony Johnson,i got the hook up
Edward Burns,Comedy Drama Romance,John Mahoney,Frank Vincent,Michael McGlone,she's the one
Bill Condon,Biography Drama,Brendan Fraser,Lynn Redgrave,Kevin J. O'Connor,gods and monsters
Juan José Campanella,Drama Mystery Thriller,Ricardo Darín,Soledad Villamil,Guillermo Francella,the secret in their eyes
George A. Romero,Horror,Greg Nicotero,John Amplas,Joseph Pilato,day of the dead
Gideon Raff,Horror Thriller,Gideon Emery,Gloria Votsis,Derek Magyar,train
Sam Raimi,Comedy Fantasy Horror Thriller,Ted Raimi,Dan Hicks,Kassie Wesley DePaiva,evil dead ii
Louis C.K.,Action Adventure Comedy Musical,Wanda Sykes,J.B. Smoove,Robert Vaughn,pootie tang
Anthony C. Ferrante,Horror,Ian Ziering,John Heard,Cassandra Scerbo,sharknado
Salvador Carrasco,Drama History,Elpidia Carrillo,Zaide Silvia Gutiérrez,Damián Delgado,la otra conquista
André Øvredal,Comedy Drama Fantasy Horror,Otto Jespersen,Johanna Mørck,Glenn Erland Tosterud,trollhunter
Robert Cary,Comedy Romance,Frances Conroy,Fred Willard,Kevin Sussman,ira & abby
Akiva Schaffer,Action Comedy Sci-Fi,Will Forte,Nicholas Braun,Rosemarie DeWitt,the watch
Adam Rapp,Comedy Drama,Zooey Deschanel,Will Ferrell,Dallas Roberts,winter passing
Angela Robinson,Action Comedy Romance,Jordana Brewster,Geoff Stults,Scoot McNairy,d.e.b.s.
Warren P. Sonoda,Action Biography Crime Drama Family Fantasy,Diahann Carroll,Mykel Shannon Jenkins,Lara Jean Chorostecki,the masked saint
Amanda Gusack,Crime Drama Mystery Thriller,Alice Krige,Christian Campbell,Blaine Anderson,the betrayed
Avi Nesher,Action Comedy Crime Thriller,Fisher Stevens,Elizabeth Berkley,Robert Townsend,taxman
unknown,Drama Thriller,James Nesbitt,Ash Cook,Genevieve O'Reilly,the secret            
Charles Adelman,Horror Thriller,Teri Polo,Kevin Pollak,Jere Burns,2:13
Jay Oliva,Action Animation Crime Sci-Fi Thriller,Michael Emerson,Mark Valley,Grey Griffin,"batman: the dark knight returns, part 2"
Charles Ferguson,Documentary,Jane Goodall,Jerry Brown,Peter Agnefjall,time to choose
Uwe Boll,Action Adventure Fantasy Thriller,Bashar Rahal,Shelly Varod,Ralitsa Paskaleva,in the name of the king: the last job
Mark Young,Action Crime Drama Thriller,Alexa PenaVega,Jake Busey,Lew Temple,wicked blood
Daniel Petrie Jr.,Drama Thriller,Chris Brochu,Jeff Fahey,Rita Wilson,dawn patrol
Antonio Simoncini,Crime Mystery Thriller,Ray Winstone,Joe Egan,Glen Murphy,lords of london
Mel Brooks,Comedy,Madeline Kahn,Harvey Korman,Dick Van Patten,high anxiety
Luc Jacquet,Documentary,Morgan Freeman,Sofie Gråbøl,Romane Bohringer,march of the penguins
J.C. Chandor,Biography Drama Thriller,Kevin Spacey,Demi Moore,Ashley Williams,margin call
Eldar Rapaport,Drama Romance,Murray Bartlett,Adrian Gonzalez,Edward Conna,august
Clark Gregg,Comedy Drama,Anjelica Huston,Matt Gerald,Jonah Bobo,choke
Damien Chazelle,Drama Music,J.K. Simmons,Melissa Benoist,Chris Mulkey,whiplash
Fernando Meirelles,Crime Drama,Alice Braga,Seu Jorge,Alexandre Rodrigues,city of god
Justin Kerrigan,Comedy Music,Danny Dyer,John Simm,Shaun Parkes,human traffic
Nathan Frankowski,Biography Drama Music,Corbin Bleu,Rus Blackwell,Luis Antonio,day one
Karen Moncrieff,Crime Drama Mystery,James Franco,Bruce Davison,Piper Laurie,the dead girl
Thomas Vinterberg,Drama,Thomas Bo Larsen,Alexandra Rapaport,Hana Shuan,the hunt
Bob Clark,Comedy Family,Zack Ward,Darren McGavin,Scott Schwartz,a christmas story
Alejandro Monteverde,Drama Romance,Armando Riesco,Ramon Rodriguez,Eduardo Verástegui,bella
Mark L. Lester,Action Crime Drama Thriller,Roddy McDowall,Perry King,Timothy Van Patten,class of 1984
Jennifer Finnigan,Comedy,Geoff Stults,Kenan Thompson,Josh Hopkins,the opposite sex
Eric Styles,Drama Romance,Samantha Morton,Rupert Graves,Miriam Margolyes,dreaming of joseph lees
Laurent Cantet,Drama,François Bégaudeau,Agame Malembo-Emene,Angélica Sancio,the class
Roman Polanski,Drama Horror,John Cassavetes,Mia Farrow,Charles Grodin,rosemary's baby
John Ford,Drama Western,Lee Marvin,Woody Strode,Vera Miles,the man who shot liberty valance
Max Mayer,Drama Romance,Peter Gallagher,Terry Walters,Amy Irving,adam
Joshua Marston,Crime Drama,Catalina Sandino Moreno,Wilson Guerrero,Yenny Paola Vega,maria full of grace
Mike Mills,Comedy Drama Romance,Goran Visnjic,Lou Taylor Pucci,Mary Page Keller,beginners
John Gulager,Action Comedy Horror Thriller,Krista Allen,Eric Dane,Henry Rollins,feast
John Landis,Comedy,John Belushi,Karen Allen,Tim Matheson,animal house
Guy Hamilton,Action Adventure Thriller,Honor Blackman,Gert Fröbe,Lois Maxwell,goldfinger
Brandon Cronenberg,Horror Sci-Fi Thriller,Sarah Gadon,Douglas Smith,Caleb Landry Jones,antiviral
Frank Capra,Drama Family Fantasy Romance,Donna Reed,Lionel Barrymore,Thomas Mitchell,it's a wonderful life
Danny Boyle,Drama,Kelly Macdonald,Shirley Henderson,Ewen Bremner,trainspotting
Spike Lee,Comedy Documentary,Bernie Mac,Cedric the Entertainer,Steve Harvey,the original kings of comedy
Tod Williams,Horror,Sprague Grayden,Molly Ephraim,Micah Sloat,paranormal activity 2
Kirk Jones,Comedy,James Nesbitt,David Kelly,Fionnula Flanagan,waking ned devine
Michael Moore,Crime Documentary Drama,Michael Moore,Dick Clark,Bill Clinton,bowling for columbine
Yimou Zhang,Drama,Li Gong,Daoming Chen,Ni Yan,coming home
Jack Sholder,Fantasy Horror,Clu Gulager,Robert Rusler,Marshall Bell,a nightmare on elm street 2: freddy's revenge
James Ivory,Drama Romance,Julian Sands,Rupert Graves,Denholm Elliott,a room with a view
James DeMonaco,Horror Sci-Fi Thriller,Rhys Wakefield,Adelaide Kane,Chris Mulkey,the purge
Scott Derrickson,Horror Mystery,Danielle Kotch,Victoria Leigh,James Ransone,sinister
David Raynr,Biography Comedy Documentary,Nancy O'Dell,Mikki Padilla,Dayna Devon,martin lawrence live: runteldat
Richard Brooks,Drama Romance,Burl Ives,Judith Anderson,Jack Carson,cat on a hot tin roof
Ted Post,Action Adventure Sci-Fi,Linda Harrison,Gregory Sierra,Victor Buono,beneath the planet of the apes
Charles Martin Smith,Comedy Drama Family Sport,Kevin Zegers,Bill Cobbs,Michael Jeter,air bud
Kunihiko Yuyama,Action Adventure Animation Family Fantasy Sci-Fi,Veronica Taylor,Eric Stuart,Lisa Ortiz,pokémon 3: the movie
Tom McLoughlin,Horror Thriller,Tony Goldwyn,Ron Palillo,Vincent Guastaferro,jason lives: friday the 13th part vi
David Lean,Adventure Drama War,William Holden,Sessue Hayakawa,Jack Hawkins,the bridge on the river kwai
Patrick Read Johnson,Adventure Comedy Sci-Fi,Ariana Richards,Royal Dano,Tonya Lee Williams,spaced invaders
Alfred Hitchcock,Comedy Thriller,Ed Lauter,Bruce Dern,William Devane,family plot
Billy Wilder,Comedy Drama Romance,Fred MacMurray,Ray Walston,David White,the apartment
Adam Marcus,Fantasy Horror Thriller,Kane Hodder,Leslie Jordan,Erin Gray,jason goes to hell: the final friday
Alfred Hitchcock,Thriller,Tamara Toumanova,Lila Kedrova,David Opatoshu,torn curtain
Michel Gondry,Comedy Documentary Music,Common,Dave Chappelle,Lauryn Hill,dave chappelle's block party
John Maclean,Western,Michael Fassbender,Kodi Smit-McPhee,Ben Mendelsohn,slow west
Michael Schultz,Comedy Drama Music,Blair Underwood,LisaGay Hamilton,Bobby Brown,krush groove
Benny Boom,Action Comedy Crime,Omari Hardwick,Donald Faison,Mike Epps,next day air
Richard Brooks,Drama,Shirley Jones,Jean Simmons,Edward Andrews,elmer gantry
Stanley Kramer,Drama War,Maximilian Schell,Montgomery Clift,Spencer Tracy,judgment at nuremberg
David Raynr,Comedy,Donald Faison,Deon Richmond,Countess Vaughn,trippin'
unknown,Animation Comedy,Matthew Senreich,Seth Green,Breckin Meyer,robot chicken            
Howard Hawks,Action Adventure Romance Western,Montgomery Clift,Walter Brennan,Harry Carey Jr.,red river
Nnegest Likké,Comedy,Mo'Nique,Jimmy Jean-Louis,Joyful Drake,phat girlz
Richard Linklater,Drama Romance,Seamus Davey-Fitzpatrick,Ariane Labed,Athina Rachel Tsangari,before midnight
Christopher Leitch,Comedy Fantasy,John Astin,Robert Neary,Kim Darby,teen wolf too
Don Coscarelli,Action Fantasy Horror Sci-Fi Thriller,Angus Scrimm,A. Michael Baldwin,James Le Gros,phantasm ii
Michael Schultz,Drama,Loretta Devine,Kimberly Elise,Clifton Powell,woman thou art loosed
Patricia Cardoso,Comedy Drama,America Ferrera,Lupe Ontiveros,George Lopez,real women have curves
unknown,Drama War,Rachel Griffiths,Jessica De Gouw,Luke Ford,deadline gallipoli            
Deepa Mehta,Drama Romance,John Abraham,Lisa Ray,Seema Biswas,water
Damien O'Donnell,Comedy Drama,Archie Panjabi,Jimi Mistry,Om Puri,east is east
Peter M. Cohen,Comedy Romance,Callie Thorne,Brian Van Holt,David Heyman,whipped
Mira Nair,Crime Drama History Romance,Indira Varma,Sarita Choudhury,Rekha,kama sutra: a tale of love
Nicole Holofcener,Comedy Drama,Oliver Platt,Thomas Ian Nicholas,Ann Morgan Guilbert,please give
Mel Stuart,Family Fantasy Musical,Peter Ostrum,Jack Albertson,Julie Dawn Cole,willy wonka & the chocolate factory
Anthony Hickox,Fantasy Horror,Julian Sands,Zach Galligan,Paula Marshall,warlock: the armageddon
Tom Schulman,Comedy Crime,Kristy Swanson,George Hamilton,Dyan Cannon,8 heads in a duffel bag
Terrence Malick,Drama Romance,Sam Shepard,Stuart Margolin,Richard Libertini,days of heaven
Jill Sprecher,Drama,Matthew McConaughey,Rob McElhenney,Amy Irving,thirteen conversations about one thing
Darren Stein,Comedy Crime Thriller,Julie Benz,Judy Greer,Jeff Conaway,jawbreaker
Julian Schnabel,Biography Drama,Gary Oldman,Michael Wincott,Courtney Love,basquiat
Noah Baumbach,Comedy Drama Romance,Greta Gerwig,Grace Gummer,Vanessa Ray,frances ha
Gavin Hood,Crime Drama,Terry Pheto,Nambitha Mpumlwana,Rapulana Seiphemo,tsotsi
Todd Solondz,Comedy Drama,Philip Seymour Hoffman,Jon Lovitz,Dylan Baker,happiness
George Gallo,Comedy Documentary,Eddie Griffin,Joe Howard,Robert Noble,dysfunktional family
Kevin Smith,Comedy Drama Horror,Johnny Depp,Haley Joel Osment,Michael Parks,tusk
Chan-wook Park,Drama Mystery Thriller,Min-sik Choi,Ji-tae Yu,Hye-jeong Kang,oldboy
David Nixon,Drama Family,Robyn Lively,Michael Bolten,Christopher Schmidt,letters to god
Jason Eisener,Action Comedy Thriller,Gregory Smith,Robb Wells,Molly Dunsworth,hobo with a shotgun
Enrique Begne,Action Comedy,Kevin Pollak,Héctor Jiménez,Erick Elias,compadres
Matthew Bright,Comedy Crime Drama Thriller,Bokeem Woodbine,Dan Hedaya,Robert Peters,freeway
Michael Landon Jr.,Drama Family Western,William Morgan Sheppard,Kevin Gage,Brianna Brown,love's abiding joy
Andrea Arnold,Drama,Michael Fassbender,Harry Treadaway,Jason Maza,fish tank
Whit Stillman,Comedy Drama Romance,Greta Gerwig,Megalyn Echikunwoke,Zach Woods,damsels in distress
unknown,Horror Sci-Fi Thriller,Craig T. Nelson,Colm Feore,Megalyn Echikunwoke,creature            
Leslye Headland,Comedy Romance,Kirsten Dunst,Adam Scott,Andrew Rannells,bachelorette
unknown,Comedy Drama Horror Sci-Fi Thriller,Danny Pino,Megan Hilty,Zach Grenier,braindead            
Bobby Roth,Drama Family Music,Virginia Madsen,Aaron Ashmore,Lindsey Haun,brave new girl
Tim Heidecker,Comedy,Michael Gross,William Atherton,Bob Ross,tim and eric's billion dollar movie
Rupert Wyatt,Crime Drama Thriller,George Kennedy,Cjon Saulsberry,Griffin Cleveland,the gambler
unknown,Drama,Susan Hampshire,Amanda Mealing,Tim Healy,the grand            
Marco Kreuzpaintner,Comedy Drama Romance Sport,Alicja Bachleda,Kostja Ullmann,Robert Stadlober,summer storm
Kate Connor,Drama History War,Johnny Pacar,Eric Stoltz,Brendan Fehr,fort mccoy
Deon Taylor,Horror Thriller,Matt Cohen,Betsy Russell,Noah Segan,chain letter
Jason Alexander,Comedy Drama,Gretchen Mol,Patti LuPone,Peter Onorati,just looking
Xavier Gens,Drama Sci-Fi Thriller,Michael Biehn,Lauren German,Rosanna Arquette,the divide
Conor McPherson,Drama Horror Romance,Aidan Quinn,Iben Hjejle,Jim Norton,the eclipse
Will Canon,Horror Thriller,Frank Grillo,Scott Mechlowicz,Aaron Yoo,demonic
Philip Zlotorynski,Comedy,Neil Hopkins,Darren Keefe Reiher,David Douglas,my big fat independent movie
Tim Burton,Adventure Family Fantasy,Johnny Depp,Alan Rickman,Anne Hathaway,alice in wonderland
Lance Kawas,Comedy,Taylor Negron,Michael Rapaport,Talia Shire,the deported
Francesca Gregorini,Drama,Tom Everett Scott,Amy Sedaris,Chris Kattan,tanner hall
Marcio Garcia,Action Drama Thriller,John Savage,Kristi Clainos,Emily Nelson,open road
David Wain,Comedy,Christopher Meloni,Amy Poehler,Jack McBrayer,they came together
Craig Moss,Comedy,French Stewart,Ashley Martin,Olivia Alexander,30 nights of paranormal activity with the devil inside the girl with the dragon tattoo
Michael Jai White,Action Drama Sport,Michael Jai White,Alex Meraz,Jillian Murray,never back down 2: the beatdown
John Boorman,Crime Thriller,Lee Marvin,Angie Dickinson,Carroll O'Connor,point blank
Paolo Monico,Comedy,Stephanie Szostak,Sarah Rafferty,Salvatore Santone,four single fathers
Youssef Delara,Thriller,Noel Gugliemi,David Bianchi,Jason Priestley,enter the dangerous mind
Darin Scott,Drama Horror Mystery Thriller,Julian Morris,Shantel VanSanten,John Robinson,something wicked
Christian Sesma,Thriller,Bokeem Woodbine,Brooke Newton,Brett Wagner,awol-72
Monte Hellman,Adventure Crime Drama,Everett McGill,Jack Taylor,Fabio Testi,iguana
Kenneth Branagh,Drama Family Fantasy Romance,Hayley Atwell,Derek Jacobi,Lily James,cinderella
Brian Caunter,Action Adventure Crime Drama,Mike Starr,Stacy Keach,Frank Vincent,chicago overcoat
Chris D'Arienzo,Comedy Drama Romance,Judy Greer,Cybill Shepherd,Shea Whigham,barry munday
Walter Salles,Drama,Fernanda Montenegro,Matheus Nachtergaele,Othon Bastos,central station
Frank Capra,Comedy Drama,Ann-Margret,Glenn Ford,Thomas Mitchell,pocketful of miracles
Isaac Florentine,Action Crime,Anthony L. Fernandez,Nick Chinlund,Scott Evans,close range
Susan Seidelman,Comedy Romance,Dyan Cannon,Michael Nouri,Brenda Vaccaro,boynton beach club
Michael Polish,Drama Horror Mystery Thriller,Olivia Rose Keegan,Patrick Bauchau,Mia Barron,amnesiac
Heidi Ewing,Documentary,Greg Crowe,James Ransone,Tempestt Bledsoe,freakonomics
Richard Donner,Fantasy Horror Mystery,Lee Remick,Patrick Troughton,Billie Whitelaw,the omen
Alexandre Aja,Horror,Cécile De France,Maïwenn,Oana Pellea,high tension
Leon Ford,Comedy Drama Romance Sci-Fi,Maeve Dermody,Patrick Brammall,Kelly Paterniti,griff the invisible
Hank Braxtan,Action Horror Thriller,Q'orianka Kilcher,Gregory Cruz,Allegra Carpenter,unnatural
Craig Brewer,Crime Drama Music,Isaac Hayes,Paula Jai Parker,Elise Neal,hustle & flow
Billy Wilder,Comedy Music Romance,Nehemiah Persoff,Joe E. Brown,George Raft,some like it hot
John Carl Buechler,Horror,Kane Hodder,Terry Kiser,William Butler,friday the 13th part vii: the new blood
Victor Fleming,Adventure Family Fantasy Musical,Margaret Hamilton,Terry,Billie Burke,the wizard of oz
Mel Brooks,Comedy,Madeline Kahn,Peter Boyle,Teri Garr,young frankenstein
George A. Romero,Horror,Megan Park,Shawn Roberts,Joe Dinicol,diary of the dead
Rajkumar Hirani,Comedy Drama Romance,Vidya Balan,Sanjay Dutt,Jimmy Shergill,lage raho munna bhai
Victor Nunez,Drama,Peter Fonda,Patricia Richardson,Vanessa Zima,ulee's gold
Carroll Ballard,Adventure Family Sport,Teri Garr,Kelly Reno,Hoyt Axton,the black stallion
Rohit Jugraj,Romance,Bhavkhandan Singh Rakhra,Neeru Bajwa,Diljit Dosanjh,sardaar ji
Thorbjørn Christoffersen,Action Adventure Animation Comedy Sci-Fi,Iben Hjejle,Frank Hvam,Casper Christensen,journey to saturn
John Ford,Adventure Comedy Romance,Lee Marvin,Cesar Romero,Jack Warden,donovan's reef
Alex van Warmerdam,Comedy Drama,Rijk de Gooyer,Ariane Schluter,Henri Garcin,the dress
Victor Fleming,Drama Fantasy Romance War,Spencer Tracy,Esther Williams,Irene Dunne,a guy named joe
Mel Brooks,Comedy Western,Madeline Kahn,David Huddleston,Harvey Korman,blazing saddles
Joseph Zito,Horror Thriller,Judie Aronson,Tom Everett,Kimberly Beck,friday the 13th: the final chapter
Pawel Pawlikowski,Drama,Joanna Kulig,Agata Trzebuchowska,Agata Kulesza,ida
James Ivory,Drama Romance,Rupert Graves,Denholm Elliott,Simon Callow,maurice
Frank Sebastiano,Comedy Sport,Joe Lo Truglio,Laurie Metcalf,Seymour Cassel,beer league
Rand Ravich,Drama Sci-Fi Thriller,Johnny Depp,Charlize Theron,Clea DuVall,the astronaut's wife
Stacy Peralta,Documentary History Sport,Gerry Lopez,Gabrielle Reece,Laird John Hamilton,riding giants
Nacho Vigalondo,Horror Mystery Sci-Fi Thriller,Karra Elejalde,Nacho Vigalondo,Bárbara Goenaga,timecrimes
Hao Ning,Action Adventure Comedy,Jack Kao,Bo Huang,Zheng Xu,silver medallist
Tony Giglio,Horror Thriller,Brianna Brown,Nick Searcy,Beth Broderick,timber falls
Stanley Donen,Comedy Musical Romance,Rita Moreno,Debbie Reynolds,Cyd Charisse,singin' in the rain
Joe Cross,Documentary,Joe Cross,Joel Fuhrman,Amy Badberg,"fat, sick & nearly dead"
Michael Tiddes,Comedy Fantasy,Essence Atkins,Alanna Ubach,J.B. Smoove,a haunted house
Dinesh D'Souza,Documentary,Barack Obama,Zackary Steven Graham,Dinesh D'Souza,2016: obama's america
Rob Zombie,Horror,Scout Taylor-Compton,Tyler Mane,Margot Kidder,halloween ii
Tom Hanks,Comedy Drama Music,Tom Hanks,Charlize Theron,Ethan Embry,that thing you do!
Tommy Lee Wallace,Horror Mystery Sci-Fi,Tom Atkins,Dan O'Herlihy,Nancy Kyes,halloween iii: season of the witch
Don Taylor,Action Sci-Fi,Roddy McDowall,M. Emmet Walsh,Sal Mineo,escape from the planet of the apes
Martin Ritt,Drama,Patricia Neal,Melvyn Douglas,Whit Bissell,hud
Leslie Small,Comedy Documentary,David Jason Perez,La'Princess Jackson,Dana Hanna,kevin hart: let me explain
Gus Van Sant,Drama,Keanu Reeves,Udo Kier,Flea,my own private idaho
Zach Braff,Comedy Drama Romance,Armando Riesco,Michael Weston,Jill Flint,garden state
Richard Linklater,Drama Romance,Hanno Pöschl,Hans Weingartner,Dominik Castell,before sunrise
Éric Tessier,Action Drama Horror Thriller,Patrick Huard,Michel Côté,Jean Pierre Bergeron,sur le seuil
Alison Maclean,Drama,Billy Crudup,Samantha Morton,Mark Webber,jesus' son
Alice Wu,Comedy Drama Romance,Joan Chen,Ato Essandoh,Jessica Hecht,saving face
Sarah Gavron,Drama,Satish Kaushik,Christopher Simpson,Tannishtha Chatterjee,brick lane
